date,AAPL,GOOG,META,JPM,MA,PFE,WMT,SBUX,GE,XOM,T,TLT,GLD,SPY
2019-04-24,49.67841720581055,62.64615249633789,182.03192138671875,96.80414581298828,237.9478912353516,29.328725814819336,31.62019157409668,67.73771667480469,45.37690353393555,61.89993667602539,15.305249214172363,105.4720230102539,120.47000122070312,266.2687683105469
2019-04-25,49.22757339477539,63.01774215698242,192.67987060546875,96.85530090332033,238.25836181640625,29.507524490356445,31.61713600158691,68.37616729736328,44.40315628051758,62.24818801879883,15.08155918121338,105.3183822631836,120.56999969482422,266.104736328125
2019-04-26,48.99257278442383,63.45317459106445,190.9151763916016,97.5884780883789,239.29632568359372,29.775697708129883,31.00933837890625,68.67764282226562,46.59409713745117,60.93842697143555,15.250571250915527,105.67684173583984,121.37000274658205,267.34393310546875
2019-04-29,49.06692123413086,64.22128295898438,194.19529724121097,98.9951400756836,239.73284912109372,29.49262046813965,31.018516540527344,68.1988296508789,47.37308883666992,60.54474258422851,15.34998893737793,105.00257873535156,120.83000183105467,267.7631225585937
2019-04-30,48.122066497802734,59.27842330932617,192.81944274902344,98.93547821044922,246.63003540039065,30.252464294433597,31.409454345703125,68.881591796875,49.51535415649414,60.7794303894043,15.389748573303224,105.54031372070312,121.1999969482422,267.89971923828125
2019-05-01,50.48418045043945,58.26091766357422,192.4505615234375,98.1767349243164,241.30438232421875,30.371658325195312,30.957422256469727,68.73973083496094,49.1745491027832,59.56050109863281,15.305249214172363,105.97566223144533,120.4000015258789,265.8860778808594
2019-05-02,50.15563583374024,57.988094329833984,191.95204162597656,98.38983917236328,239.7910919189453,30.550451278686523,30.893287658691406,68.69537353515625,49.90486145019531,58.515743255615234,15.220746994018556,105.47101593017578,119.94000244140624,265.3120422363281
2019-05-03,50.77914047241211,59.12479782104492,194.8832244873047,98.9951400756836,240.52828979492188,30.833532333374023,31.17732620239257,69.20970916748047,51.122047424316406,58.65201568603515,15.260506629943848,105.77037048339844,120.6500015258789,267.9088134765625
2019-05-06,49.99495697021485,59.32381439208984,193.29800415039065,98.11703491210938,241.1976776123047,31.027210235595703,31.293380737304688,69.21854400634766,50.78123474121094,58.39459609985352,15.205832481384276,106.06119537353516,120.80999755859376,266.8063659667969
2019-05-07,48.64725112915039,58.56118774414063,189.20034790039065,96.5143051147461,237.72476196289065,30.41635513305664,30.939096450805664,69.12989807128906,49.22322845458984,58.084205627441406,15.176003456115724,106.8737335205078,121.20999908447266,262.35076904296875
